Marker	Graph	Xaxis	sort
Bo9g059120.1	C09	17429641	58313
BnaC09g17530D	C09	17430782	58314
BnaC09g17540D	C09	17430782	58315
Bo9g059130.1	C09	17452519	58316
Bo9g059140.1	C09	17455778	58317
Bo9g059150.1	C09	17463132	58318
Bo9g059160.1	C09	17471273	58319
BnaC09g17560D	C09	17492953	58320
BnaC09g17570D	C09	17492953	58321
Bo9g059170.1	C09	17492953	58322
BnaC09g17600D	C09	17535639	58323
Bo9g059180.1	C09	17540008	58324
Bo9g059190.1	C09	17561865	58325
Bo9g059200.1	C09	17570614	58326
Bo9g059210.1	C09	17574263	58327
Bo9g059220.1	C09	17584815	58328
Bo9g059230.1	C09	17600924	58329
Bo9g059240.1	C09	17603904	58330
Bo9g059250.1	C09	17612581	58331
Bo9g059260.1	C09	17618807	58332
Bo9g059270.1	C09	17638020	58333
Bo9g059280.1	C09	17640416	58334
Bo9g059290.1	C09	17641518	58335
Bo9g059300.1	C09	17662501	58336
Bo9g059310.1	C09	17674530	58337
Bo9g059320.1	C09	17684878	58338
Bo9g059330.1	C09	17693214	58339
Bo9g059340.1	C09	17696777	58340
Bo9g059350.1	C09	17722001	58341
Bo9g059360.1	C09	17727435	58342
Bo9g059370.1	C09	17733341	58343
Bo9g059380.1	C09	17752218	58344
Bo9g059390.1	C09	17754527	58345
BnaC09g17680D	C09	17760848	58346
BnaC09g17690D	C09	17760848	58347
BnaC09g17740D	C09	17769659	58348
Bo9g059400.1	C09	17770248	58349
Bo9g059410.1	C09	17776369	58350
Bo9g059420.1	C09	17784019	58351
Bo9g059430.1	C09	17795262	58352
Bo9g059440.1	C09	17800122	58353
Bo9g059450.1	C09	17811368	58354
BnaC09g17790D	C09	17813069	58355
Bo9g059460.1	C09	17813404	58356
Bo9g059470.1	C09	17818031	58357
Bo9g059480.1	C09	17824532	58358
Bo9g059490.1	C09	17833381	58359
Bo9g059500.1	C09	17843719	58360
Bo9g059510.1	C09	17850182	58361
Bo9g059520.1	C09	17861884	58362
Bo9g059530.1	C09	17897563	58363
Bo9g059540.1	C09	17910942	58364
Bo9g059550.1	C09	17916801	58365
BnaC09g17860D	C09	17918262	58366
Bo9g059560.1	C09	17918262	58367
Bo9g059570.1	C09	17922213	58368
Bo9g059580.1	C09	17927042	58369
Bo9g059590.1	C09	17931617	58370
BnaC09g17910D	C09	17942213	58371
Bo9g059600.1	C09	17962234	58372
Bo9g059610.1	C09	17967315	58373
Bo9g059620.1	C09	17970676	58374
Bo9g059630.1	C09	17988169	58375
Bo9g059640.1	C09	18001343	58376
BnaC09g17980D	C09	18003189	58377
Bo9g059650.1	C09	18003189	58378
Bo9g059660.1	C09	18009579	58379
Bo9g059670.1	C09	18010221	58380
BnaC09g18000D	C09	18010755	58381
Bo9g059680.1	C09	18026058	58382
Bo9g059690.1	C09	18036221	58383
Bo9g059700.1	C09	18045677	58384
BnaC09g18020D	C09	18046282	58385
BnaC09g18030D	C09	18046282	58386
Bo9g059710.1	C09	18048082	58387
Bo9g059720.1	C09	18051931	58388
BnaC09g18040D	C09	18055063	58389
BnaC09g18050D	C09	18066043	58390
Bo9g059730.1	C09	18068205	58391
Bo9g059740.1	C09	18070468	58392
BnaC09g18070D	C09	18073750	58393
Bo9g059750.1	C09	18074141	58394
BnaC09g18080D	C09	18074390	58395
Bo9g059760.1	C09	18077061	58396
Bo9g059770.1	C09	18083098	58397
BnaC09g18110D	C09	18084228	58398
Bo9g059780.1	C09	18096207	58399
Bo9g059790.1	C09	18097954	58400
Bo9g059800.1	C09	18110284	58401
Bo9g059810.1	C09	18116642	58402
Bo9g059820.1	C09	18118944	58403
Bo9g059830.1	C09	18127620	58404
Bo9g059840.1	C09	18131700	58405
Bo9g059850.1	C09	18134256	58406
Bo9g059860.1	C09	18137341	58407
Bo9g059870.1	C09	18145482	58408
Bo9g059880.1	C09	18162990	58409
Bo9g059890.1	C09	18169483	58410
BnaC09g18500D	C09	18181491	58411
Bo9g059900.1	C09	18182256	58412
Bo9g059910.1	C09	18195952	58413
Bo9g059920.1	C09	18210530	58414
Bo9g059930.1	C09	18218749	58415
Bo9g059940.1	C09	18219716	58416
Bo9g059950.1	C09	18236346	58417
Bo9g059960.1	C09	18238717	58418
Bo9g059970.1	C09	18240671	58419
Bo9g059980.1	C09	18260044	58420
Bo9g059990.1	C09	18264536	58421
Bo9g060000.1	C09	18272012	58422
Bo9g060010.1	C09	18278214	58423
BnaC09g18400D	C09	18287319	58424
Bo9g060020.1	C09	18291108	58425
Bo9g060030.1	C09	18294071	58426
Bo9g060040.1	C09	18300469	58427
Bo9g060050.1	C09	18303286	58428
Bo9g060060.1	C09	18309437	58429
Bo9g061060.1	C09	18316951	58430
Bo9g061070.1	C09	18321872	58431
Bo9g061080.1	C09	18335453	58432
Bo9g061090.1	C09	18353332	58433
Bo9g061100.1	C09	18378636	58434
BnaC09g19060D	C09	18381684	58435
BnaC09g19050D	C09	18390576	58436
Bo9g061110.1	C09	18391916	58437
Bo9g061120.1	C09	18395252	58438
Bo9g061130.1	C09	18400755	58439
Bo9g061140.1	C09	18406887	58440
Bo9g061150.1	C09	18410770	58441
Bo9g061160.1	C09	18416897	58442
Bo9g061170.1	C09	18420697	58443
Bo9g061180.1	C09	18426613	58444
Bo9g061190.1	C09	18427565	58445
Bo9g061200.1	C09	18447330	58446
Bo9g061210.1	C09	18452153	58447
Bo9g061220.1	C09	18456281	58448
Bo9g061230.1	C09	18461446	58449
Bo9g061240.1	C09	18463976	58450
BnaC09g18970D	C09	18473709	58451
Bo9g061250.1	C09	18477762	58452
Bo9g061260.1	C09	18478429	58453
Bo9g061270.1	C09	18482616	58454
BnaC09g18940D	C09	18483052	58455
Bo9g061280.1	C09	18484739	58456
Bo9g061290.1	C09	18486705	58457
Bo9g061300.1	C09	18495428	58458
Bo9g061310.1	C09	18497334	58459
Bo9g061320.1	C09	18507133	58460
Bo9g061330.1	C09	18511434	58461
Bo9g061340.1	C09	18517562	58462
Bo9g061350.1	C09	18526631	58463
Bo9g061360.1	C09	18547256	58464
Bo9g061370.1	C09	18550268	58465
Bo9g061380.1	C09	18563807	58466
BnaC09g18830D	C09	18566005	58467
Bo9g061390.1	C09	18579280	58468
Bo9g061400.1	C09	18613434	58469
Bo9g061410.1	C09	18615658	58470
Bo9g061420.1	C09	18619615	58471
Bo9g061430.1	C09	18625374	58472
Bo9g061440.1	C09	18630586	58473
Bo9g061450.1	C09	18640388	58474
Bo9g061460.1	C09	18652985	58475
BnaC09g18760D	C09	18664702	58476
Bo9g061470.1	C09	18675698	58477
Bo9g061480.1	C09	18682481	58478
BnaC09g18730D	C09	18704849	58479
Bo9g061490.1	C09	18704849	58480
Bo9g061500.1	C09	18707707	58481
Bo9g061510.1	C09	18714006	58482
Bo9g061520.1	C09	18727747	58483
Bo9g061530.1	C09	18747265	58484
Bo9g061540.1	C09	18754008	58485
Bo9g061550.1	C09	18756726	58486
Bo9g061560.1	C09	18764786	58487
Bo9g061570.1	C09	18767928	58488
Bo9g062570.1	C09	18775832	58489
Bo9g062580.1	C09	18777850	58490
Bo9g062590.1	C09	18781758	58491
Bo9g062600.1	C09	18792055	58492
Bo9g062610.1	C09	18806804	58493
Bo9g062620.1	C09	18811653	58494
Bo9g062630.1	C09	18812499	58495
Bo9g062640.1	C09	18823916	58496
Bo9g062650.1	C09	18844500	58497
Bo9g062660.1	C09	18858375	58498
Bo9g062670.1	C09	18861742	58499
Bo9g062680.1	C09	18863907	58500
Bo9g062690.1	C09	18875794	58501
Bo9g062700.1	C09	18876451	58502
Bo9g062710.1	C09	18896025	58503
Bo9g062720.1	C09	18900365	58504
Bo9g062730.1	C09	18921518	58505
Bo9g062740.1	C09	18924156	58506
Bo9g062750.1	C09	18925927	58507
Bo9g062760.1	C09	18930075	58508
Bo9g062770.1	C09	18935385	58509
Bo9g062780.1	C09	18941227	58510
Bo9g062790.1	C09	18952461	58511
Bo9g062800.1	C09	18963568	58512
Bo9g062810.1	C09	18964557	58513
BnaC09g18540D	C09	18964984	58514
Bo9g062820.1	C09	18968909	58515
Bo9g062830.1	C09	18976774	58516
Bo9g062840.1	C09	18986606	58517
Bo9g062850.1	C09	18994511	58518
Bo9g062860.1	C09	18999393	58519
Bo9g062870.1	C09	19010669	58520
Bo9g062880.1	C09	19018485	58521
Bo9g062890.1	C09	19022576	58522
Bo9g062900.1	C09	19035069	58523
Bo9g062910.1	C09	19045515	58524
Bo9g062920.1	C09	19052857	58525
Bo9g062930.1	C09	19062395	58526
Bo9g062940.1	C09	19067214	58527
Bo9g062950.1	C09	19078486	58528
Bo9g062960.1	C09	19082763	58529
Bo9g062970.1	C09	19089378	58530
Bo9g062980.1	C09	19090136	58531
BnaC09g19150D	C09	19092063	58532
Bo9g062990.1	C09	19101446	58533
Bo9g063000.1	C09	19106165	58534
Bo9g063010.1	C09	19115620	58535
BnaC09g19180D	C09	19135511	58536
Bo9g063020.1	C09	19135511	58537
BnaC09g19200D	C09	19136530	58538
Bo9g063030.1	C09	19139834	58539
Bo9g063040.1	C09	19143087	58540
BnaC09g19220D	C09	19147310	58541
Bo9g063050.1	C09	19152011	58542
Bo9g063060.1	C09	19154646	58543
Bo9g063070.1	C09	19170295	58544
Bo9g063080.1	C09	19174570	58545
BnaC09g19240D	C09	19177536	58546
BnaC09g19250D	C09	19177536	58547
Bo9g064080.1	C09	19184861	58548
Bo9g064090.1	C09	19204402	58549
Bo9g064100.1	C09	19207513	58550
BnaC09g19290D	C09	19208944	58551
Bo9g064110.1	C09	19213454	58552
Bo9g064120.1	C09	19247357	58553
BnaC09g32130D	C09	19254619	58554
Bo9g064130.1	C09	19260730	58555
Bo9g064140.1	C09	19264340	58556
Bo9g064150.1	C09	19287406	58557
Bo9g064160.1	C09	19292604	58558
Bo9g064170.1	C09	19313993	58559
Bo9g064180.1	C09	19319422	58560
BnaC09g19330D	C09	19320714	58561
Bo9g064190.1	C09	19348822	58562
Bo9g064200.1	C09	19351974	58563
BnaC09g19350D	C09	19360887	58564
Bo9g064210.1	C09	19361557	58565
Bo9g064220.1	C09	19364726	58566
BnaC09g19380D	C09	19364906	58567
BnaC09g19390D	C09	19364906	58568
BnaC09g19400D	C09	19364906	58569
Bo9g064230.1	C09	19369208	58570
Bo9g064240.1	C09	19371837	58571
Bo9g064250.1	C09	19387634	58572
Bo9g064260.1	C09	19389496	58573
Bo9g064270.1	C09	19391480	58574
Bo9g064280.1	C09	19397828	58575
Bo9g064290.1	C09	19422575	58576
Bo9g064300.1	C09	19426883	58577
Bo9g064310.1	C09	19430402	58578
Bo9g064320.1	C09	19431455	58579
Bo9g064330.1	C09	19442122	58580
BnaC09g43900D	C09	19448571	58581
Bo9g064340.1	C09	19450813	58582
Bo9g064350.1	C09	19465568	58583
Bo9g064360.1	C09	19466870	58584
Bo9g064370.1	C09	19471202	58585
Bo9g064380.1	C09	19479549	58586
Bo9g064390.1	C09	19484730	58587
Bo9g065390.1	C09	19495705	58588
Bo9g065400.1	C09	19497314	58589
BnaC09g19480D	C09	19503377	58590
Bo9g065410.1	C09	19524772	58591
Bo9g065420.1	C09	19539562	58592
BnaC09g19500D	C09	19544110	58593
BnaC09g19510D	C09	19544110	58594
Bo9g065430.1	C09	19559316	58595
Bo9g065440.1	C09	19566405	58596
BnaC09g19550D	C09	19578986	58597
Bo9g065450.1	C09	19578986	58598
Bo9g065460.1	C09	19584162	58599
Bo9g065470.1	C09	19596596	58600
Bo9g065480.1	C09	19599476	58601
Bo9g065490.1	C09	19616370	58602
Bo9g065500.1	C09	19630982	58603
Bo9g065510.1	C09	19637761	58604
Bo9g065520.1	C09	19651918	58605
Bo9g065530.1	C09	19660369	58606
Bo9g065540.1	C09	19667965	58607
Bo9g065550.1	C09	19670126	58608
Bo9g065560.1	C09	19671559	58609
Bo9g065570.1	C09	19679912	58610
Bo9g065580.1	C09	19691727	58611
Bo9g065590.1	C09	19693103	58612
Bo9g065600.1	C09	19708951	58613
BnaC09g19680D	C09	19709338	58614
Bo9g065610.1	C09	19730164	58615
Bo9g065620.1	C09	19745440	58616
Bo9g066620.1	C09	19761377	58617
Bo9g066630.1	C09	19764686	58618
Bo9g066640.1	C09	19783273	58619
Bo9g066650.1	C09	19793853	58620
Bo9g066660.1	C09	19799074	58621
Bo9g066670.1	C09	19826474	58622
BnaC09g19740D	C09	19842308	58623
Bo9g066680.1	C09	19842450	58624
Bo9g066690.1	C09	19871820	58625
Bo9g066700.1	C09	19918286	58626
BnaC09g19760D	C09	19920376	58627
Bo9g066710.1	C09	19926498	58628
Bo9g066720.1	C09	19936642	58629
Bo9g066730.1	C09	19954526	58630
Bo9g066740.1	C09	19957417	58631
Bo9g066750.1	C09	19963076	58632
Bo9g066760.1	C09	19969143	58633
Bo9g066770.1	C09	19983320	58634
Bo9g066780.1	C09	20000368	58635
Bo9g066790.1	C09	20016494	58636
Bo9g066800.1	C09	20021885	58637
Bo9g066810.1	C09	20055257	58638
Bo9g066820.1	C09	20057245	58639
Bo9g066830.1	C09	20062801	58640
Bo9g066840.1	C09	20064583	58641
Bo9g066850.1	C09	20074403	58642
BnaC09g19850D	C09	20077731	58643
Bo9g066860.1	C09	20077818	58644
Bo9g066870.1	C09	20101999	58645
Bo9g066880.1	C09	20107379	58646
Bo9g066890.1	C09	20116677	58647
Bo9g066900.1	C09	20128032	58648
Bo9g066910.1	C09	20132869	58649
Bo9g066920.1	C09	20139901	58650
Bo9g066930.1	C09	20149873	58651
Bo9g066940.1	C09	20152316	58652
Bo9g066950.1	C09	20170761	58653
BnaC09g19950D	C09	20170821	58654
Bo9g066960.1	C09	20184348	58655
Bo9g066970.1	C09	20208053	58656
Bo9g066980.1	C09	20211762	58657
Bo9g066990.1	C09	20213790	58658
Bo9g067000.1	C09	20216119	58659
Bo9g067010.1	C09	20218965	58660
Bo9g067020.1	C09	20229333	58661
Bo9g067030.1	C09	20231397	58662
Bo9g067040.1	C09	20238489	58663
Bo9g067050.1	C09	20253732	58664
Bo9g067060.1	C09	20274557	58665
Bo9g067070.1	C09	20276928	58666
Bo9g068070.1	C09	20284281	58667
BnaC09g18280D	C09	20302207	58668
BnaC09g18290D	C09	20302207	58669
BnaC09g18300D	C09	20302207	58670
BnaC09g18310D	C09	20302207	58671
BnaC09g18320D	C09	20302207	58672
BnaC09g18330D	C09	20302207	58673
BnaC09g18340D	C09	20302207	58674
Bo9g068080.1	C09	20305660	58675
Bo9g068090.1	C09	20315662	58676
Bo9g068100.1	C09	20342689	58677
Bo9g068110.1	C09	20346685	58678
Bo9g068120.1	C09	20352969	58679
Bo9g068130.1	C09	20355120	58680
Bo9g068140.1	C09	20369780	58681
Bo9g068150.1	C09	20372029	58682
Bo9g068160.1	C09	20380689	58683
BnaC09g18200D	C09	20407913	58684
BnaC09g18210D	C09	20407913	58685
Bo9g068170.1	C09	20412109	58686
Bo9g068180.1	C09	20415942	58687
Bo9g068190.1	C09	20424911	58688
BnaC09g18160D	C09	20425852	58689
Bo9g068200.1	C09	20435262	58690
Bo9g068210.1	C09	20437024	58691
BnaC09g18130D	C09	20440989	58692
Bo9g068220.1	C09	20446767	58693
Bo9g068230.1	C09	20458405	58694
Bo9g068240.1	C09	20464589	58695
Bo9g068250.1	C09	20484913	58696
Bo9g068260.1	C09	20488501	58697
Bo9g069260.1	C09	20497175	58698
Bo9g069270.1	C09	20500009	58699
BnaC09g19980D	C09	20500209	58700
Bo9g069280.1	C09	20503039	58701
Bo9g069290.1	C09	20506549	58702
BnaC09g20010D	C09	20508871	58703
Bo9g069300.1	C09	20515356	58704
Bo9g069310.1	C09	20516997	58705
Bo9g069320.1	C09	20539335	58706
Bo9g069330.1	C09	20542106	58707
Bo9g069340.1	C09	20547394	58708
BnaC09g20070D	C09	20549719	58709
Bo9g069350.1	C09	20551389	58710
Bo9g069360.1	C09	20559174	58711
Bo9g069370.1	C09	20562965	58712
Bo9g069380.1	C09	20566836	58713
Bo9g069390.1	C09	20584897	58714
Bo9g069400.1	C09	20591889	58715
Bo9g069410.1	C09	20615802	58716
Bo9g069420.1	C09	20618546	58717
Bo9g069430.1	C09	20624924	58718
Bo9g069440.1	C09	20626058	58719
Bo9g069450.1	C09	20627343	58720
Bo9g069460.1	C09	20628959	58721
Bo9g069470.1	C09	20631667	58722
Bo9g069480.1	C09	20632874	58723
Bo9g069490.1	C09	20637582	58724
BnaC09g20170D	C09	20641770	58725
Bo9g069500.1	C09	20656877	58726
Bo9g069510.1	C09	20665070	58727
Bo9g069520.1	C09	20667272	58728
Bo9g069530.1	C09	20677930	58729
Bo9g069540.1	C09	20687212	58730
Bo9g069550.1	C09	20688606	58731
Bo9g069560.1	C09	20697420	58732
Bo9g069570.1	C09	20705400	58733
Bo9g069580.1	C09	20711815	58734
Bo9g069590.1	C09	20717798	58735
Bo9g069600.1	C09	20719239	58736
Bo9g069610.1	C09	20726085	58737
Bo9g069620.1	C09	20735687	58738
Bo9g069630.1	C09	20739362	58739
Bo9g069640.1	C09	20741288	58740
Bo9g069650.1	C09	20752477	58741
Bo9g069660.1	C09	20755238	58742
Bo9g069670.1	C09	20761727	58743
Bo9g069680.1	C09	20770355	58744
Bo9g069690.1	C09	20775423	58745
Bo9g069700.1	C09	20779850	58746
Bo9g069710.1	C09	20782232	58747
Bo9g069720.1	C09	20783678	58748
Bo9g069730.1	C09	20786392	58749
Bo9g069740.1	C09	20789339	58750
Bo9g069750.1	C09	20798127	58751
Bo9g069760.1	C09	20802678	58752
Bo9g069770.1	C09	20811529	58753
Bo9g069780.1	C09	20818430	58754
Bo9g069790.1	C09	20826294	58755
Bo9g069800.1	C09	20827143	58756
Bo9g069810.1	C09	20829568	58757
Bo9g069820.1	C09	20842764	58758
Bo9g069830.1	C09	20851091	58759
Bo9g069840.1	C09	20853412	58760
Bo9g069850.1	C09	20857450	58761
Bo9g069860.1	C09	20859167	58762
Bo9g069870.1	C09	20871161	58763
Bo9g069880.1	C09	20882628	58764
Bo9g069890.1	C09	20885742	58765
Bo9g069900.1	C09	20888375	58766
Bo9g069910.1	C09	20898573	58767
BnaC09g20490D	C09	20901572	58768
Bo9g069920.1	C09	20910558	58769
Bo9g069930.1	C09	20925352	58770
Bo9g069940.1	C09	20931045	58771
Bo9g069950.1	C09	20933519	58772
Bo9g069960.1	C09	20936730	58773
Bo9g069970.1	C09	20944824	58774
Bo9g069980.1	C09	20949909	58775
Bo9g069990.1	C09	20958437	58776
Bo9g070000.1	C09	20977754	58777
Bo9g070010.1	C09	20982961	58778
Bo9g070020.1	C09	20987800	58779
Bo9g070030.1	C09	20995823	58780
Bo9g070040.1	C09	21001141	58781
Bo9g070050.1	C09	21023447	58782
Bo9g070060.1	C09	21029661	58783
BnaC09g20580D	C09	21029995	58784
BnaC09g20590D	C09	21029995	58785
BnaC09g20600D	C09	21029995	58786
BnaC09g20610D	C09	21029995	58787
BnaC09g20620D	C09	21029995	58788
BnaC09g20630D	C09	21029995	58789
BnaC09g20640D	C09	21029995	58790
BnaC09g20650D	C09	21029995	58791
Bo9g070070.1	C09	21033646	58792
Bo9g070080.1	C09	21043360	58793
Bo9g070090.1	C09	21052538	58794
Bo9g070100.1	C09	21056131	58795
Bo9g070110.1	C09	21110748	58796
Bo9g070120.1	C09	21121528	58797
Bo9g070130.1	C09	21128610	58798
Bo9g070140.1	C09	21135661	58799
Bo9g070150.1	C09	21154950	58800
Bo9g070160.1	C09	21162003	58801
Bo9g070170.1	C09	21163970	58802
BnaC09g20750D	C09	21169507	58803
Bo9g070180.1	C09	21169621	58804
Bo9g070190.1	C09	21182661	58805
Bo9g070200.1	C09	21202013	58806
Bo9g070210.1	C09	21211661	58807
Bo9g070220.1	C09	21213394	58808
Bo9g070230.1	C09	21251648	58809
BnaC09g20790D	C09	21261788	58810
Bo9g070240.1	C09	21261893	58811
Bo9g070250.1	C09	21265552	58812
Bo9g070260.1	C09	21276532	58813
Bo9g070270.1	C09	21280826	58814
Bo9g070280.1	C09	21289345	58815
BnaC09g20810D	C09	21296576	58816
Bo9g070290.1	C09	21297485	58817
Bo9g070300.1	C09	21304839	58818
Bo9g070310.1	C09	21307256	58819
Bo9g070320.1	C09	21309409	58820
BnaC09g20870D	C09	21310369	58821
Bo9g070330.1	C09	21332479	58822
Bo9g070340.1	C09	21351626	58823
Bo9g070350.1	C09	21367307	58824
Bo9g070360.1	C09	21378426	58825
Bo9g070370.1	C09	21387724	58826
Bo9g070380.1	C09	21395458	58827
Bo9g071380.1	C09	21433323	58828
Bo9g071390.1	C09	21446752	58829
Bo9g071400.1	C09	21458130	58830
Bo9g071410.1	C09	21470897	58831
Bo9g071420.1	C09	21476573	58832
Bo9g071430.1	C09	21485213	58833
Bo9g071440.1	C09	21505976	58834
Bo9g071450.1	C09	21513463	58835
Bo9g071460.1	C09	21518303	58836
Bo9g071470.1	C09	21527175	58837
Bo9g071480.1	C09	21533484	58838
Bo9g071490.1	C09	21543655	58839
Bo9g071500.1	C09	21545795	58840
Bo9g071510.1	C09	21550787	58841
BnaC09g20930D	C09	21552845	58842
Bo9g071520.1	C09	21552937	58843
Bo9g071530.1	C09	21570983	58844
Bo9g071540.1	C09	21574168	58845
BnaC09g20960D	C09	21585050	58846
Bo9g071550.1	C09	21589604	58847
Bo9g071560.1	C09	21595214	58848
Bo9g071570.1	C09	21614780	58849
Bo9g071580.1	C09	21625384	58850
Bo9g071590.1	C09	21646582	58851
Bo9g071600.1	C09	21661539	58852
Bo9g071610.1	C09	21664169	58853
Bo9g071620.1	C09	21677156	58854
Bo9g071630.1	C09	21679647	58855
BnaC09g20690D	C09	21681787	58856
Bo9g071640.1	C09	21699709	58857
Bo9g071650.1	C09	21704068	58858
Bo9g071660.1	C09	21713458	58859
Bo9g071670.1	C09	21724619	58860
Bo9g071680.1	C09	21736464	58861
Bo9g071690.1	C09	21744856	58862
Bo9g071700.1	C09	21752823	58863
Bo9g071710.1	C09	21766714	58864
Bo9g071720.1	C09	21769742	58865
Bo9g072720.1	C09	21773666	58866
Bo9g072730.1	C09	21781357	58867
Bo9g072740.1	C09	21785022	58868
Bo9g072750.1	C09	21803433	58869
Bo9g072760.1	C09	21809322	58870
Bo9g072770.1	C09	21812607	58871
Bo9g072780.1	C09	21815113	58872
Bo9g072790.1	C09	21817836	58873
Bo9g072800.1	C09	21825358	58874
Bo9g072810.1	C09	21831436	58875
Bo9g072820.1	C09	21842240	58876
Bo9g072830.1	C09	21867630	58877
Bo9g072840.1	C09	21872606	58878
Bo9g072850.1	C09	21882599	58879
Bo9g072860.1	C09	21900817	58880
Bo9g072870.1	C09	21910502	58881
BnaC09g21170D	C09	21917176	58882
Bo9g072880.1	C09	21918706	58883
BnaC09g21190D	C09	21922021	58884
Bo9g072890.1	C09	21922098	58885
Bo9g072900.1	C09	21924737	58886
Bo9g072910.1	C09	21938848	58887
Bo9g072920.1	C09	21942857	58888
BnaC09g21240D	C09	21943400	58889
Bo9g072930.1	C09	21946805	58890
Bo9g072940.1	C09	21948597	58891
Bo9g072950.1	C09	21968752	58892
Bo9g072960.1	C09	21976447	58893
Bo9g072970.1	C09	21983074	58894
BnaC09g21310D	C09	21985787	58895
BnaC09g21320D	C09	21985787	58896
BnaC09g21330D	C09	21985787	58897
BnaC09g21340D	C09	21985787	58898
BnaC09g21360D	C09	21985787	58899
BnaC09g21370D	C09	21985787	58900
BnaC09g21380D	C09	21985787	58901
BnaC09g21390D	C09	21985787	58902
BnaC09g21400D	C09	21985787	58903
BnaC09g21410D	C09	21985787	58904
BnaC09g21420D	C09	21985787	58905
BnaC09g21430D	C09	21985787	58906
BnaC09g21440D	C09	21985787	58907
BnaC09g21450D	C09	21985787	58908
BnaC09g21460D	C09	21985787	58909
BnaC09g21470D	C09	21985787	58910
BnaC09g21480D	C09	21985787	58911
Bo9g072980.1	C09	21985787	58912
Bo9g072990.1	C09	21988546	58913
Bo9g073000.1	C09	21997826	58914
Bo9g073010.1	C09	22026759	58915
Bo9g073020.1	C09	22029396	58916
Bo9g073030.1	C09	22076210	58917
Bo9g073040.1	C09	22088278	58918
Bo9g073050.1	C09	22090931	58919
Bo9g073060.1	C09	22095833	58920
Bo9g073070.1	C09	22103414	58921
Bo9g073080.1	C09	22105372	58922
Bo9g073090.1	C09	22120068	58923
Bo9g073100.1	C09	22120887	58924
Bo9g073110.1	C09	22123206	58925
Bo9g073120.1	C09	22124311	58926
Bo9g073130.1	C09	22130465	58927
Bo9g073140.1	C09	22135412	58928
Bo9g073150.1	C09	22139703	58929
Bo9g073160.1	C09	22152135	58930
Bo9g073170.1	C09	22154955	58931
Bo9g073180.1	C09	22161017	58932
Bo9g073190.1	C09	22166699	58933
Bo9g073200.1	C09	22181894	58934
Bo9g073210.1	C09	22183172	58935
Bo9g073220.1	C09	22186782	58936
Bo9g073230.1	C09	22195938	58937
Bo9g073240.1	C09	22201609	58938
BnaC09g21930D	C09	22217599	58939
BnaC09g21940D	C09	22217599	58940
Bo9g074240.1	C09	22217599	58941
Bo9g074250.1	C09	22220259	58942
Bo9g074260.1	C09	22223332	58943
Bo9g074270.1	C09	22225601	58944
Bo9g074280.1	C09	22227913	58945
Bo9g074290.1	C09	22229708	58946
BnaC09g21980D	C09	22231402	58947
Bo9g074300.1	C09	22235897	58948
Bo9g074310.1	C09	22244609	58949
Bo9g074320.1	C09	22245076	58950
Bo9g074330.1	C09	22257106	58951
BnaC09g22020D	C09	22260569	58952
Bo9g074340.1	C09	22270838	58953
BnaC09g22040D	C09	22276102	58954
Bo9g074350.1	C09	22276102	58955
Bo9g074360.1	C09	22277580	58956
Bo9g074370.1	C09	22289735	58957
Bo9g074380.1	C09	22293655	58958
Bo9g074390.1	C09	22313839	58959
Bo9g074400.1	C09	22328491	58960
Bo9g074410.1	C09	22332405	58961
Bo9g074420.1	C09	22335165	58962
Bo9g074430.1	C09	22347738	58963
Bo9g074440.1	C09	22349384	58964
Bo9g074450.1	C09	22353343	58965
Bo9g074460.1	C09	22359977	58966
Bo9g074470.1	C09	22360707	58967
BnaC09g22100D	C09	22380256	58968
Bo9g074480.1	C09	22382972	58969
Bo9g074490.1	C09	22407942	58970
BnaC09g22140D	C09	22417724	58971
Bo9g074500.1	C09	22417724	58972
Bo9g074510.1	C09	22425207	58973
Bo9g074520.1	C09	22427945	58974
Bo9g074530.1	C09	22450306	58975
Bo9g074540.1	C09	22453033	58976
Bo9g074550.1	C09	22468877	58977
Bo9g074560.1	C09	22480243	58978
Bo9g074570.1	C09	22482082	58979
Bo9g074580.1	C09	22502302	58980
Bo9g074590.1	C09	22508228	58981
Bo9g074600.1	C09	22514838	58982
Bo9g074610.1	C09	22519319	58983
Bo9g074620.1	C09	22524718	58984
Bo9g074630.1	C09	22545098	58985
Bo9g074640.1	C09	22547238	58986
Bo9g074650.1	C09	22556775	58987
BnaC09g22160D	C09	22559979	58988
Bo9g075650.1	C09	22565710	58989
Bo9g075660.1	C09	22598821	58990
Bo9g075670.1	C09	22606707	58991
Bo9g075680.1	C09	22611741	58992
Bo9g075690.1	C09	22617772	58993
Bo9g075700.1	C09	22640819	58994
Bo9g075710.1	C09	22652527	58995
Bo9g075720.1	C09	22657216	58996
Bo9g075730.1	C09	22657610	58997
Bo9g075740.1	C09	22660610	58998
Bo9g075750.1	C09	22670729	58999
Bo9g075760.1	C09	22673010	59000
Bo9g075770.1	C09	22688241	59001
Bo9g075780.1	C09	22689386	59002
Bo9g075790.1	C09	22691372	59003
Bo9g075800.1	C09	22710754	59004
Bo9g075810.1	C09	22718854	59005
Bo9g075820.1	C09	22721580	59006
Bo9g075830.1	C09	22736194	59007
Bo9g075840.1	C09	22741514	59008
Bo9g075850.1	C09	22742969	59009
Bo9g075860.1	C09	22746751	59010
Bo9g075870.1	C09	22751968	59011
